collection;nom_excel;titre_page;nom_carte;source;a_verifier
Constellations;Lievre;Lièvre (constellation);Lièvre;wikipedia;
Constellations;Balance;Balance (constellation);Balance;wikipedia;
Constellations;Loup;Loup (constellation);Loup;wikipedia;
Constellations;Lynx;Lynx (constellation);Lynx;wikipedia;
Constellations;Lyre;Lyre (constellation);Lyre;wikipedia;
Constellations;Table;Table (constellation);Table;wikipedia;
Constellations;Microscope;Microscope (constellation);Microscope;wikipedia;
Constellations;Licorne;Licorne (constellation);Licorne;wikipedia;
Constellations;Mouche;Mouche (constellation);Mouche;wikipedia;
Constellations;Octant;Octant (constellation);Octant;wikipedia;
Constellations;Serpentaire;Ophiuchus;Serpentaire;utilisateur;
Constellations;Orion;Orion (constellation);Orion;wikipedia;
Constellations;Pegase;Pégase (constellation);Pégase;wikipedia;
Constellations;Persee;Persée (constellation);Persée;wikipedia;
Constellations;Phenix;Phénix (constellation);Phénix;wikipedia;
Constellations;Peintre;Peintre (constellation);Peintre;wikipedia;
Constellations;Poissons;Poissons (constellation);Poissons;wikipedia;
Constellations;Poisson austral;Poisson austral;Poisson austral;wikipedia;
Constellations;Poupe;Poupe (constellation);Poupe;wikipedia;
Constellations;Boussole;Boussole (constellation);Boussole;wikipedia;
Constellations;Reticule;Réticule (constellation);Réticule;wikipedia;
Constellations;Sagittaire;Sagittaire (constellation);Sagittaire;wikipedia;
Constellations;Scorpion;Scorpion (constellation);Scorpion;wikipedia;
Constellations;Sculpteur;Sculpteur (constellation);Sculpteur;wikipedia;
Constellations;Bouclier;Écu de Sobieski;Bouclier;excel-brut;X
Constellations;Serpent;Serpent (constellation);Serpent;wikipedia;
Constellations;Sextant;Sextant (constellation);Sextant;wikipedia;
Constellations;Taureau;Taureau (constellation);Taureau;wikipedia;
Constellations;Telescope;Télescope (constellation);Télescope;wikipedia;
Constellations;Triangle;Triangle (constellation);Triangle;wikipedia;
Constellations;Triangle austral;Triangle austral;Triangle austral;wikipedia;
Constellations;Toucan;Toucan (constellation);Toucan;wikipedia;
Constellations;Grande Ourse;Grande Ourse;Grande Ourse;wikipedia;
Constellations;Petite Ourse;Petite Ourse;Petite Ourse;wikipedia;
Constellations;Voiles;Voiles (constellation);Voiles;wikipedia;
Constellations;Vierge;Vierge (constellation);Vierge;wikipedia;
Constellations;Poisson volant;Poisson volant (constellation);Poisson volant;wikipedia;
Constellations;Renard;Petit Renard;Renard;excel-brut;X
Monuments emblematiques;Tour Eiffel;Tour Eiffel;Tour Eiffel;wikipedia;
Monuments emblematiques;Statue de la Liberte;Statue de la Liberté;Statue de la Liberté;wikipedia;
Monuments emblematiques;Big Ben;Big Ben;Big Ben;wikipedia;
Monuments emblematiques;Sagrada Familia;Sagrada Família;Sagrada Família;wikipedia;
Monuments emblematiques;Opera de Sydney;Opéra de Sydney;Opéra de Sydney;wikipedia;
Monuments emblematiques;Kremlin de Moscou;Kremlin de Moscou;Kremlin de Moscou;wikipedia;
Monuments emblematiques;Acropole d'Athenes;Acropole d'Athènes;Acropole d'Athènes;wikipedia;
Monuments emblematiques;Chateau de Neuschwanstein;Château de Neuschwanstein;Château de Neuschwanstein;wikipedia;
Monuments emblematiques;Mont Rushmore;Mont Rushmore;Mont Rushmore;wikipedia;
Monuments emblematiques;Empire State Building;Empire State Building;Empire State Building;wikipedia;
Monuments emblematiques;Burj Khalifa;Burj Khalifa;Burj Khalifa;wikipedia;
Monuments emblematiques;Angkor Vat;Angkor Vat;Angkor Vat;wikipedia;
Monuments emblematiques;Cite interdite;Cité interdite;Cité interdite;wikipedia;
Monuments emblematiques;Alhambra de Grenade;Alhambra (Grenade);Alhambra de Grenade;excel-brut;X
Monuments emblematiques;Stonehenge;Stonehenge;Stonehenge;wikipedia;
Monuments emblematiques;Chateau de Himeji;Château de Himeji;Château de Himeji;wikipedia;
Monuments emblematiques;Porte de Brandebourg;Porte de Brandebourg;Porte de Brandebourg;wikipedia;
Monuments emblematiques;Tour de Pise;Tour de Pise;Tour de Pise;wikipedia;
Monuments emblematiques;Notre-Dame de Paris;Cathédrale Notre-Dame de Paris;Notre-Dame de Paris;excel-brut;X
Monuments emblematiques;Mont-Saint-Michel;Le Mont-Saint-Michel;Mont Saint-Michel;wikipedia;
Monuments emblematiques;Chateau de Versailles;Château de Versailles;Château de Versailles;wikipedia;
Monuments emblematiques;Mosquee bleue;Mosquée bleue;Mosquée bleue;wikipedia;
Monuments emblematiques;Sainte-Sophie;Sainte-Sophie (Constantinople);Sainte-Sophie;wikipedia;
Monuments emblematiques;Palais de Topkapi;Palais de Topkapı;Palais de Topkapi;excel-brut;X
Monuments emblematiques;Teotihuacan;Teotihuacan;Teotihuacan;wikipedia;
Monuments emblematiques;Moais de l'ile de Paques;Moaï;Moaïs de l'ile de Paques;utilisateur;
Monuments emblematiques;Golden Gate Bridge;Pont du Golden Gate;Golden Gate Bridge;excel-brut;X
Monuments emblematiques;CN Tower;Tour CN;CN Tower;excel-brut;X
Monuments emblematiques;Chateau d'Edimbourg;Château d'Édimbourg;Château d'Édimbourg;wikipedia;
Monuments emblematiques;Palais de Buckingham;Palais de Buckingham;Palais de Buckingham;wikipedia;
Monuments emblematiques;Cathedrale de Cologne;Cathédrale de Cologne;Cathédrale de Cologne;wikipedia;
Monuments emblematiques;Basilique Saint-Pierre;Basilique Saint-Pierre;Basilique Saint-Pierre;wikipedia;
Monuments emblematiques;Forum romain;Forum romain;Forum romain;wikipedia;
Monuments emblematiques;Chateau de Chambord;Château de Chambord;Château de Chambord;wikipedia;
Monuments emblematiques;Grande Mosquee de Djenne;Grande mosquée de Djenné;Grande mosquée de Djenné;wikipedia;
Monuments emblematiques;Temple du Ciel;Temple du Ciel;Temple du Ciel;wikipedia;
Monuments emblematiques;Armee de terre cuite de Xi'an;Armée de terre cuite;Armée de terre cuite de Xi'an;accents-restaures;
Monuments emblematiques;Table Mountain;Montagne de la Table;Table Mountain;excel-brut;X
Monuments emblematiques;Pantheon de Rome;Panthéon (Rome);Panthéon de Rome;accents-restaures;
Monuments emblematiques;Chateau de Prague;Château de Prague;Château de Prague;wikipedia;
Monuments emblematiques;Palais du Potala;Palais du Potala;Palais du Potala;wikipedia;
Monuments emblematiques;Bourj Al Arab;Burj al-Arab;Bourj Al Arab;excel-brut;X
Monuments emblematiques;Temple de Karnak;Karnak;Temple de Karnak;excel-brut;X
Monuments emblematiques;Vallee des Rois;Vallée des Rois;Vallée des Rois;wikipedia;
Monuments emblematiques;Abou Simbel;Abou Simbel;Abou Simbel;wikipedia;
Monuments emblematiques;Kinkaku-ji;Kinkaku-ji;Kinkaku-ji;wikipedia;
Monuments emblematiques;Cathedrale Saint-Basile;Cathédrale Saint-Basile-le-Bienheureux de Moscou;Cathédrale Saint-Basile;wikipedia;
Monuments emblematiques;Alcazar de Seville;Alcazar de Séville;Alcazar de Séville;wikipedia;
Monuments emblematiques;Ruines de Palmyre;Palmyre;Ruines de Palmyre;excel-brut;X
Monuments emblematiques;Pont de Brooklyn;Pont de Brooklyn;Pont de Brooklyn;wikipedia;
Dynasties et empires historiques;Empire romain;Empire romain;Empire romain;wikipedia;
Dynasties et empires historiques;Empire byzantin;Empire byzantin;Empire byzantin;wikipedia;
Dynasties et empires historiques;Empire ottoman;Empire ottoman;Empire ottoman;wikipedia;
Dynasties et empires historiques;Empire perse achemenide;Achéménides;Empire perse achéménide;wikipedia;
Dynasties et empires historiques;Empire parthe;Empire parthe;Empire parthe;wikipedia;
Dynasties et empires historiques;Empire sassanide;Sassanides;Empire sassanide;excel-brut;X
Dynasties et empires historiques;Dynastie Qin;Dynastie Qin;Dynastie Qin;wikipedia;
Dynasties et empires historiques;Dynastie Han;Dynastie Han;Dynastie Han;wikipedia;
Dynasties et empires historiques;Dynastie Tang;Dynastie Tang;Dynastie Tang;wikipedia;
Dynasties et empires historiques;Dynastie Song;Dynastie Song;Dynastie Song;wikipedia;
Dynasties et empires historiques;Dynastie Ming;Dynastie Ming;Dynastie Ming;wikipedia;
Dynasties et empires historiques;Dynastie Qing;Dynastie Qing;Dynastie Qing;wikipedia;
Dynasties et empires historiques;Empire mongol;Empire mongol;Empire mongol;wikipedia;
Dynasties et empires historiques;Empire moghol;Empire moghol;Empire moghol;wikipedia;
Dynasties et empires historiques;Empire maurya;Empire maurya;Empire maurya;wikipedia;
Dynasties et empires historiques;Empire gupta;Empire Gupta;Empire Gupta;wikipedia;
Dynasties et empires historiques;Califat omeyyade;Califat omeyyade;Califat omeyyade;wikipedia;
Dynasties et empires historiques;Califat abbasside;Califat abbasside;Califat abbasside;wikipedia;
Dynasties et empires historiques;Empire azteque;Empire aztèque;Empire aztèque;wikipedia;
Dynasties et empires historiques;Empire inca;Empire inca;Empire inca;wikipedia;
Dynasties et empires historiques;Civilisation maya;Civilisation maya;Civilisation maya;wikipedia;
Dynasties et empires historiques;Ancien Empire egyptien;Ancien Empire;Ancien Empire egyptien;utilisateur;
Dynasties et empires historiques;Moyen Empire egyptien;Moyen Empire;Moyen Empire egyptien;utilisateur;
Dynasties et empires historiques;Nouvel Empire egyptien;Nouvel Empire;Nouvel Empire egyptien;utilisateur;
Dynasties et empires historiques;Empire assyrien;Assyrie;Empire assyrien;utilisateur;
Dynasties et empires historiques;Empire babylonien;Empire néo-babylonien;Empire babylonien;excel-brut;X
Dynasties et empires historiques;Empire hittite;Hittites;Empire hittite;utilisateur;
Dynasties et empires historiques;Royaume de Koush;Royaume de Koush;Royaume de Koush;wikipedia;
Dynasties et empires historiques;Empire du Mali;Empire du Mali;Empire du Mali;wikipedia;
Dynasties et empires historiques;Empire Songhai;Empire songhaï;Empire songhaï;wikipedia;
Dynasties et empires historiques;Empire du Ghana;Empire du Ghana;Empire du Ghana;wikipedia;
Dynasties et empires historiques;Empire zoulou;Royaume zoulou;Empire zoulou;excel-brut;X
Dynasties et empires historiques;Empire d'Aksoum;Royaume d'Aksoum;Empire d'Aksoum;excel-brut;X
Dynasties et empires historiques;Empire khmer;Empire khmer;Empire khmer;wikipedia;
Dynasties et empires historiques;Shogunat Tokugawa;Shogunat Tokugawa;Shogunat Tokugawa;wikipedia;
Dynasties et empires historiques;Empire britannique;Empire britannique;Empire britannique;wikipedia;
Dynasties et empires historiques;Empire espagnol;Empire espagnol;Empire espagnol;wikipedia;
Dynasties et empires historiques;Empire portugais;Empire colonial portugais;Empire portugais;excel-brut;X
Dynasties et empires historiques;Empire colonial francais;Empire colonial français;Empire colonial français;wikipedia;
Dynasties et empires historiques;Empire russe;Empire russe;Empire russe;wikipedia;
Dynasties et empires historiques;Saint-Empire romain germanique;Saint-Empire romain germanique;Saint-Empire romain germanique;wikipedia;
Dynasties et empires historiques;Empire austro-hongrois;Autriche-Hongrie;Empire austro-hongrois;excel-brut;X
Grandes batailles historiques;Bataille de Marathon;Bataille de Marathon;Bataille de Marathon;wikipedia;
Grandes batailles historiques;Bataille des Thermopyles;Bataille des Thermopyles;Bataille des Thermopyles;wikipedia;
Grandes batailles historiques;Bataille de Salamine;Bataille de Salamine;Bataille de Salamine;wikipedia;
Grandes batailles historiques;Bataille de Gaugameles;Bataille de Gaugamèles;Bataille de Gaugamèles;wikipedia;
Grandes batailles historiques;Bataille de Cannes (216 av. J.-C.);Bataille de Cannes;Bataille de Cannes;utilisateur;
Grandes batailles historiques;Bataille de Zama;Bataille de Zama;Bataille de Zama;wikipedia;
Grandes batailles historiques;Bataille d'Actium;Bataille d'Actium;Bataille d'Actium;wikipedia;
Grandes batailles historiques;Bataille de la foret de Teutobourg;Bataille de Teutobourg;Bataille de la forêt de Teutobourg;wikipedia;
Grandes batailles historiques;Bataille d'Andrinople (378);Bataille d'Andrinople (378);Bataille d'Andrinople;wikipedia;
Grandes batailles historiques;Bataille de Poitiers (732);Bataille de Poitiers (732);Bataille de Poitiers;wikipedia;
Grandes batailles historiques;Bataille d'Hastings;Bataille d'Hastings;Bataille d'Hastings;wikipedia;
Grandes batailles historiques;Bataille des champs Catalauniques;Bataille des champs Catalauniques (451);Bataille des champs Catalauniques;wikipedia;
Grandes batailles historiques;Bataille de Manzikert;Bataille de Manzikert;Bataille de Manzikert;wikipedia;
Grandes batailles historiques;Bataille de Hattin;Bataille de Hattin;Bataille de Hattin;wikipedia;
Grandes batailles historiques;Bataille des eperons d'or;Bataille de Courtrai (1302);Bataille des Eperons d'or;utilisateur;
Grandes batailles historiques;Bataille de Bannockburn;Bataille de Bannockburn;Bataille de Bannockburn;wikipedia;
Grandes batailles historiques;Bataille de Crecy;Bataille de Crécy;Bataille de Crécy;wikipedia;
Grandes batailles historiques;Bataille d'Azincourt;Bataille d'Azincourt;Bataille d'Azincourt;wikipedia;
Grandes batailles historiques;Bataille de Castillon;Bataille de Castillon;Bataille de Castillon;wikipedia;
Grandes batailles historiques;Bataille de Nicopolis (1396);Bataille de Nicopolis;Bataille de Nicopolis;excel-brut;X
Grandes batailles historiques;Chute de Constantinople;Chute de Constantinople;Chute de Constantinople;wikipedia;
Grandes batailles historiques;Bataille de Lepante;Bataille de Lépante;Bataille de Lépante;wikipedia;
Grandes batailles historiques;Invincible Armada;Invincible Armada;Invincible Armada;wikipedia;
Grandes batailles historiques;Bataille de Breitenfeld (1631);Bataille de Breitenfeld (1631);Bataille de Breitenfeld;wikipedia;
Grandes batailles historiques;Bataille de Rocroi;Bataille de Rocroi;Bataille de Rocroi;wikipedia;
Grandes batailles historiques;Bataille de Poltava;Bataille de Poltava;Bataille de Poltava;wikipedia;
Grandes batailles historiques;Bataille de Yorktown;Bataille de Yorktown;Bataille de Yorktown;wikipedia;
Grandes batailles historiques;Bataille de Valmy;Bataille de Valmy;Bataille de Valmy;wikipedia;
Grandes batailles historiques;Bataille d'Austerlitz;Bataille d'Austerlitz;Bataille d'Austerlitz;wikipedia;
Grandes batailles historiques;Bataille de Trafalgar;Bataille de Trafalgar;Bataille de Trafalgar;wikipedia;
Grandes batailles historiques;Bataille de Waterloo;Bataille de Waterloo;Bataille de Waterloo;wikipedia;
Grandes batailles historiques;Siege de Sebastopol (1854-1855);Siège de Sébastopol (1854-1855);Siège de Sébastopol;wikipedia;
Grandes batailles historiques;Bataille de Gettysburg;Bataille de Gettysburg;Bataille de Gettysburg;wikipedia;
Grandes batailles historiques;Bataille de Sedan (1870);Bataille de Sedan;Bataille de Sedan;excel-brut;X
Grandes batailles historiques;Premiere bataille de la Marne;Bataille de la Marne (1914);Première Bataille de la Marne;accents-restaures;
Grandes batailles historiques;Bataille de Verdun;Bataille de Verdun;Bataille de Verdun;wikipedia;
Grandes batailles historiques;Bataille de la Somme;Bataille de la Somme;Bataille de la Somme;wikipedia;
Grandes batailles historiques;Bataille de Stalingrad;Bataille de Stalingrad;Bataille de Stalingrad;wikipedia;
Grandes batailles historiques;Bataille de Midway;Bataille de Midway;Bataille de Midway;wikipedia;
Grandes batailles historiques;Debarquement de Normandie;Débarquement de Normandie;Débarquement de Normandie;wikipedia;
Grandes batailles historiques;Bataille des Ardennes;Bataille des Ardennes;Bataille des Ardennes;wikipedia;
Grandes batailles historiques;Bataille de Dien Bien Phu;Bataille de Diên Biên Phu;Bataille de Diên Biên Phu;wikipedia;
Grandes batailles historiques;Bataille de Khe Sanh;Bataille de Khe Sanh;Bataille de Khe Sanh;wikipedia;
Grandes batailles historiques;Deuxieme bataille de Falloujah;Deuxième bataille de Falloujah;Deuxième bataille de Falloujah;wikipedia;
Grandes guerres;Guerres mediques;Guerres médiques;Guerres médiques;wikipedia;
Grandes guerres;Guerres puniques;Guerres puniques;Guerres puniques;wikipedia;
Grandes guerres;Guerre du Peloponnese;Guerre du Péloponnèse;Guerre du Péloponnèse;wikipedia;
Grandes guerres;Guerre des Gaules;Guerre des Gaules;Guerre des Gaules;wikipedia;
Grandes guerres;Guerres civiles romaines;Guerres civiles romaines;Guerres civiles romaines;wikipedia;
Grandes guerres;Croisades;Croisade;Croisades;excel-brut;X
Grandes guerres;Guerre de Cent Ans;Guerre de Cent Ans;Guerre de Cent Ans;wikipedia;
Grandes guerres;Guerre des Deux-Roses;Guerre des Deux-Roses;Guerre des Deux-Roses;wikipedia;
Grandes guerres;Guerres de religion francaises;Guerres de Religion (France);Guerres de Religion francaises;accents-restaures;
Grandes guerres;Guerre de Trente Ans;Guerre de Trente Ans;Guerre de Trente Ans;wikipedia;
Grandes guerres;Guerre de Succession d'Espagne;Guerre de Succession d'Espagne;Guerre de Succession d'Espagne;wikipedia;
Grandes guerres;Guerre de Sept Ans;Guerre de Sept Ans;Guerre de Sept Ans;wikipedia;
Grandes guerres;Guerre d'independance americaine;Guerre d'indépendance des États-Unis;Guerre d’indépendance américaine;wikipedia;
Grandes guerres;Guerres de la Revolution francaise;Guerres de la Révolution française;Guerres de la Révolution française;wikipedia;
Grandes guerres;Guerres napoleoniennes;Guerres napoléoniennes;Guerres napoléoniennes;wikipedia;
Grandes guerres;Guerre de Secession;Guerre de Sécession;Guerre de Sécession;wikipedia;
Grandes guerres;Guerre franco-prussienne;Guerre franco-allemande de 1870;Guerre franco-prussienne;excel-brut;X
Grandes guerres;Guerre des Boers;Guerre des Boers;Guerre des Boers;wikipedia;
Grandes guerres;Premiere Guerre mondiale;Première Guerre mondiale;Première Guerre mondiale;wikipedia;
Grandes guerres;Guerre civile russe;Guerre civile russe;Guerre civile russe;wikipedia;
Grandes guerres;Guerre civile espagnole;Guerre d'Espagne;Guerre civile espagnole;excel-brut;X
Grandes guerres;Seconde Guerre mondiale;Seconde Guerre mondiale;Seconde Guerre mondiale;wikipedia;
Grandes guerres;Guerre civile chinoise;Guerre civile chinoise;Guerre civile chinoise;wikipedia;
Grandes guerres;Guerre sino-japonaise;Seconde guerre sino-japonaise;Guerre sino-japonaise;excel-brut;X
Grandes guerres;Guerre russo-japonaise;Guerre russo-japonaise;Guerre russo-japonaise;wikipedia;
Grandes guerres;Guerre de Coree;Guerre de Corée;Guerre de Corée;wikipedia;
Grandes guerres;Guerre du Vietnam;Guerre du Vietnam;Guerre du Vietnam;wikipedia;
Grandes guerres;Guerre d'Algerie;Guerre d'Algérie;Guerre d'Algérie;wikipedia;
Grandes guerres;Guerre froide;Guerre froide;Guerre froide;wikipedia;
Grandes guerres;Guerre israelo-arabe de 1948;Guerre israélo-arabe de 1948-1949;Guerre israélo-arabe de 1948;wikipedia;
Grandes guerres;Guerre du Kippour;Guerre du Kippour;Guerre du Kippour;wikipedia;
Grandes guerres;Guerre du Golfe;Guerre du Golfe;Guerre du Golfe;wikipedia;
Grandes guerres;Guerre d'Irak;Guerre d'Irak;Guerre d'Irak;wikipedia;
Grandes guerres;Guerre d'Afghanistan;Guerre d'Afghanistan (1979-1989);Guerre d'Afghanistan;wikipedia;
Grandes guerres;Guerre des Malouines;Guerre des Malouines;Guerre des Malouines;wikipedia;
Dinosaures celebres;Tyrannosaurus rex;Tyrannosaurus;Tyrannosaurus Rex;wikipedia;
Dinosaures celebres;Velociraptor;Velociraptor;Velociraptor;wikipedia;
Dinosaures celebres;Triceratops;Triceratops;Triceratops;wikipedia;
Dinosaures celebres;Stegosaurus;Stegosaurus;Stegosaurus;wikipedia;
Dinosaures celebres;Brachiosaurus;Brachiosaurus;Brachiosaurus;wikipedia;
Dinosaures celebres;Diplodocus;Diplodocus;Diplodocus;wikipedia;
Dinosaures celebres;Spinosaurus;Spinosaurus;Spinosaurus;wikipedia;
Dinosaures celebres;Allosaurus;Allosaurus;Allosaurus;wikipedia;
Dinosaures celebres;Ankylosaurus;Ankylosaurus;Ankylosaurus;wikipedia;
Dinosaures celebres;Parasaurolophus;Parasaurolophus;Parasaurolophus;wikipedia;
Dinosaures celebres;Iguanodon;Iguanodon;Iguanodon;wikipedia;
Dinosaures celebres;Compsognathus;Compsognathus;Compsognathus;wikipedia;
Dinosaures celebres;Archaeopteryx;Archaeopteryx;Archaeopteryx;wikipedia;
Dinosaures celebres;Deinonychus;Deinonychus;Deinonychus;wikipedia;
Dinosaures celebres;Carnotaurus;Carnotaurus;Carnotaurus;wikipedia;
Dinosaures celebres;Giganotosaurus;Giganotosaurus;Giganotosaurus;wikipedia;
Dinosaures celebres;Therizinosaurus;Therizinosaurus;Therizinosaurus;wikipedia;
Dinosaures celebres;Pachycephalosaurus;Pachycephalosaurus;Pachycephalosaurus;wikipedia;
Dinosaures celebres;Styracosaurus;Styracosaurus;Styracosaurus;wikipedia;
Dinosaures celebres;Dilophosaurus;Dilophosaurus;Dilophosaurus;wikipedia;
Dinosaures celebres;Baryonyx;Baryonyx;Baryonyx;wikipedia;
Dinosaures celebres;Oviraptor;Oviraptor;Oviraptor;wikipedia;
Dinosaures celebres;Protoceratops;Protoceratops;Protoceratops;wikipedia;
Dinosaures celebres;Maiasaura;Maiasaura;Maiasaura;wikipedia;
Dinosaures celebres;Edmontosaurus;Edmontosaurus;Edmontosaurus;wikipedia;
Dinosaures celebres;Corythosaurus;Corythosaurus;Corythosaurus;wikipedia;
Dinosaures celebres;Segnosaurus;Segnosaurus;Segnosaurus;wikipedia;
Dinosaures celebres;Ouranosaurus;Ouranosaurus;Ouranosaurus;wikipedia;
Dinosaures celebres;Camarasaurus;Camarasaurus;Camarasaurus;wikipedia;
Dinosaures celebres;Apatosaurus;Apatosaurus;Apatosaurus;wikipedia;
Dinosaures celebres;Supersaurus;Supersaurus;Supersaurus;wikipedia;
Dinosaures celebres;Argentinosaurus;Argentinosaurus;Argentinosaurus;wikipedia;
Dinosaures celebres;Amargasaurus;Amargasaurus;Amargasaurus;wikipedia;
Dinosaures celebres;Kentrosaurus;Kentrosaurus;Kentrosaurus;wikipedia;
Dinosaures celebres;Euoplocephalus;Euoplocephalus;Euoplocephalus;wikipedia;
Dinosaures celebres;Nodosaurus;Nodosaurus;Nodosaurus;wikipedia;
Dinosaures celebres;Gallimimus;Gallimimus;Gallimimus;wikipedia;
Dinosaures celebres;Struthiomimus;Struthiomimus;Struthiomimus;wikipedia;
Dinosaures celebres;Coelophysis;Coelophysis;Coelophysis;wikipedia;
Dinosaures celebres;Ceratosaurus;Ceratosaurus;Ceratosaurus;wikipedia;
Dinosaures celebres;Torosaurus;Torosaurus;Torosaurus;wikipedia;
Dinosaures celebres;Chasmosaurus;Chasmosaurus;Chasmosaurus;wikipedia;
Dinosaures celebres;Microraptor;Microraptor;Microraptor;wikipedia;
Dinosaures celebres;Sinosauropteryx;Sinosauropteryx;Sinosauropteryx;wikipedia;
Dinosaures celebres;Yutyrannus;Yutyrannus;Yutyrannus;wikipedia;
Dinosaures celebres;Nanotyrannus;Nanotyrannus;Nanotyrannus;wikipedia;
Dinosaures celebres;Suchomimus;Suchomimus;Suchomimus;wikipedia;
Dinosaures celebres;Herrerasaurus;Herrerasaurus;Herrerasaurus;wikipedia;
Dinosaures celebres;Eoraptor;Eoraptor;Eoraptor;wikipedia;
Dinosaures celebres;Plateosaurus;Plateosaurus;Plateosaurus;wikipedia;
Grands explorateurs;Christophe Colomb;Christophe Colomb;Christophe Colomb;wikipedia;
Grands explorateurs;Vasco de Gama;Vasco de Gama;Vasco de Gama;wikipedia;
Grands explorateurs;Ferdinand Magellan;Fernand de Magellan;Ferdinand Magellan;excel-brut;X
Grands explorateurs;Marco Polo;Marco Polo;Marco Polo;wikipedia;
Grands explorateurs;James Cook;James Cook;James Cook;wikipedia;
Grands explorateurs;Amerigo Vespucci;Amerigo Vespucci;Amerigo Vespucci;wikipedia;
Grands explorateurs;Jacques Cartier;Jacques Cartier;Jacques Cartier;wikipedia;
Grands explorateurs;Samuel de Champlain;Samuel de Champlain;Samuel de Champlain;wikipedia;
Grands explorateurs;Hernan Cortes;Hernán Cortés;Hernán Cortés;wikipedia;
Grands explorateurs;Francisco Pizarro;Francisco Pizarro;Francisco Pizarro;wikipedia;
Grands explorateurs;Vasco Nunez de Balboa;Vasco Núñez de Balboa;Vasco Núñez de Balboa;wikipedia;
Grands explorateurs;Juan Ponce de Leon;Juan Ponce de León;Juan Ponce de León;wikipedia;
Grands explorateurs;Zheng He;Zheng He;Zheng He;wikipedia;
Grands explorateurs;Ibn Battuta;Ibn Battûta;Ibn Battûta;wikipedia;
Grands explorateurs;Roald Amundsen;Roald Amundsen;Roald Amundsen;wikipedia;
Grands explorateurs;Robert Falcon Scott;Robert Falcon Scott;Robert Falcon Scott;wikipedia;
Grands explorateurs;Ernest Shackleton;Ernest Shackleton;Ernest Shackleton;wikipedia;
Grands explorateurs;David Livingstone;David Livingstone;David Livingstone;wikipedia;
Grands explorateurs;Henry Morton Stanley;Henry Morton Stanley;Henry Morton Stanley;wikipedia;
Grands explorateurs;Meriwether Lewis;Meriwether Lewis;Meriwether Lewis;wikipedia;
Grands explorateurs;William Clark;William Clark;William Clark;wikipedia;
Grands explorateurs;Alexander von Humboldt;Alexander von Humboldt;Alexander von Humboldt;wikipedia;
Grands explorateurs;Francis Drake;Francis Drake;Francis Drake;wikipedia;
Grands explorateurs;Willem Barentsz;Willem Barentsz;Willem Barentsz;wikipedia;
Grands explorateurs;Henry Hudson;Henry Hudson;Henry Hudson;wikipedia;
Grands explorateurs;John Cabot;Jean Cabot;John Cabot;excel-brut;X
Grands explorateurs;Bartolomeu Dias;Bartolomeu Dias;Bartolomeu Dias;wikipedia;
Grands explorateurs;Pedro Alvares Cabral;Pedro Álvares Cabral;Pedro Álvares Cabral;wikipedia;
Grands explorateurs;Jean-Francois de La Perouse;Jean-François de La Pérouse;Jean-François de La Pérouse;wikipedia;
Grands explorateurs;Vitus Bering;Vitus Béring;Vitus Béring;wikipedia;
Grands explorateurs;Thor Heyerdahl;Thor Heyerdahl;Thor Heyerdahl;wikipedia;
Grands explorateurs;Edmund Hillary;Edmund Hillary;Edmund Hillary;wikipedia;
Grands explorateurs;Tenzing Norgay;Tensing Norgay;Tenzing Norgay;excel-brut;X
Grands explorateurs;Youri Gagarine;Youri Gagarine;Youri Gagarine;wikipedia;
Grands explorateurs;Neil Armstrong;Neil Armstrong;Neil Armstrong;wikipedia;
Grands explorateurs;Buzz Aldrin;Buzz Aldrin;Buzz Aldrin;wikipedia;
Grands explorateurs;Sacagawea;Sacagawea;Sacagawea;wikipedia;
Grands explorateurs;Mungo Park;Mungo Park;Mungo Park;wikipedia;
Grands explorateurs;Richard Francis Burton;Richard Francis Burton;Richard Francis Burton;wikipedia;
Grands explorateurs;John Hanning Speke;John Hanning Speke;John Hanning Speke;wikipedia;
Grands explorateurs;Fridtjof Nansen;Fridtjof Nansen;Fridtjof Nansen;wikipedia;
Grands explorateurs;James Bruce;James Bruce (explorateur);James Bruce;wikipedia;
Grands explorateurs;Gertrude Bell;Gertrude Bell;Gertrude Bell;wikipedia;
Grands explorateurs;Freya Stark;Freya Stark;Freya Stark;wikipedia;
Grands explorateurs;Auguste Piccard;Auguste Piccard;Auguste Piccard;wikipedia;
Grands explorateurs;Jacques-Yves Cousteau;Jacques-Yves Cousteau;Jacques-Yves Cousteau;wikipedia;
Grands explorateurs;Nellie Bly;Nellie Bly;Nellie Bly;wikipedia;
Grands explorateurs;Ida Pfeiffer;Ida Pfeiffer;Ida Pfeiffer;wikipedia;
Grands explorateurs;Xuanzang;Xuanzang;Xuanzang;wikipedia;
Grands explorateurs;Leif Erikson;Leif Erikson;Leif Erikson;wikipedia;
Auteurs celebres;Homere;Homère;Homère;wikipedia;
Auteurs celebres;Sophocle;Sophocle;Sophocle;wikipedia;
Auteurs celebres;Euripide;Euripide;Euripide;wikipedia;
Auteurs celebres;Virgile;Virgile;Virgile;wikipedia;
Auteurs celebres;Ovide;Ovide;Ovide;wikipedia;
Auteurs celebres;Dante Alighieri;Dante Alighieri;Dante Alighieri;wikipedia;
Auteurs celebres;Geoffrey Chaucer;Geoffrey Chaucer;Geoffrey Chaucer;wikipedia;
Auteurs celebres;Francois Rabelais;François Rabelais;François Rabelais;wikipedia;
