collection;nom_excel;titre_page;nom_carte;source;a_verifier
Tableaux celebres;La Naissance de Venus;La Naissance de Vénus (Botticelli);La Naissance de Vénus;wikipedia;
Tableaux celebres;Le Jugement dernier;Le Jugement dernier (Michel-Ange);Le Jugement dernier;wikipedia;
Tableaux celebres;La Creation d'Adam;La Création d'Adam (Michel-Ange);La Création d'Adam;wikipedia;
Tableaux celebres;Les Epoux Arnolfini;Les Époux Arnolfini;Les Époux Arnolfini;wikipedia;
Tableaux celebres;Le Jardin des delices;Le Jardin des délices;Le Jardin des délices;wikipedia;
Tableaux celebres;La Ronde de nuit;La Ronde de nuit;La Ronde de nuit;wikipedia;
Tableaux celebres;La Jeune Fille a la perle;La Jeune Fille à la perle;La Jeune Fille à la perle;wikipedia;
Tableaux celebres;Les Menines;Les Ménines;Les Ménines;wikipedia;
Tableaux celebres;La Liberte guidant le peuple;La Liberté guidant le peuple;La Liberté guidant le peuple;wikipedia;
Tableaux celebres;Le Radeau de la Meduse;Le Radeau de la Méduse;Le Radeau de la Méduse;wikipedia;
Tableaux celebres;Le Tres de Mayo;El tres de mayo de 1808 en Madrid;Le Tres de Mayo;excel-brut;X
Tableaux celebres;La Grande Vague de Kanagawa;La Grande Vague de Kanagawa;La Grande Vague de Kanagawa;wikipedia;
Tableaux celebres;Impression soleil levant;Impression, soleil levant;Impression, soleil levant;wikipedia;
Tableaux celebres;Le Dejeuner sur l'herbe;Le Déjeuner sur l'herbe;Le Déjeuner sur l'herbe;wikipedia;
Tableaux celebres;Olympia;Olympia (Manet);Olympia;wikipedia;
Tableaux celebres;Le Bal du moulin de la Galette;Bal du moulin de la Galette (Renoir);Bal du moulin de la Galette;wikipedia;
Tableaux celebres;La Nuit etoilee;La Nuit étoilée (1889);La Nuit étoilée;wikipedia;
Tableaux celebres;Les Tournesols;Les Tournesols;Les Tournesols;wikipedia;
Tableaux celebres;Le Cri;Le Cri;Le Cri;wikipedia;
Tableaux celebres;La Chambre a Arles;La Chambre de Van Gogh à Arles;La Chambre à Arles;accents-restaures;
Tableaux celebres;Un dimanche apres-midi a l'ile de la Grande Jatte;Un dimanche après-midi à l'île de la Grande Jatte;Un dimanche après-midi à l'île de la Grande Jatte;wikipedia;
Tableaux celebres;Les Demoiselles d'Avignon;Les Demoiselles d'Avignon;Les Demoiselles d'Avignon;wikipedia;
Tableaux celebres;Guernica;Guernica (Picasso);Guernica;wikipedia;
Tableaux celebres;La Persistance de la memoire;La Persistance de la mémoire;La Persistance de la mémoire;wikipedia;
Tableaux celebres;Le Fils de l'homme;Le Fils de l'homme (Magritte);Le Fils de l'homme;wikipedia;
Tableaux celebres;Composition VIII;Composition VIII;Composition VIII;wikipedia;
Tableaux celebres;American Gothic;American Gothic (Wood);American Gothic;wikipedia;
Tableaux celebres;Nighthawks;Nighthawks;Nighthawks;wikipedia;
Tableaux celebres;Campbell's Soup Cans;Campbell's Soup Cans;Campbell's Soup Cans;wikipedia;
Tableaux celebres;Number 1;Number 1, 1950 (Lavender Mist);Number 1;excel-brut;X
Tableaux celebres;Les Nympheas;Les Nymphéas;Les Nymphéas;wikipedia;
Tableaux celebres;Le Baiser;Le Baiser (Klimt);Le Baiser;utilisateur;
Tableaux celebres;Composition avec rouge jaune et bleu;Composition avec jaune, bleu et rouge;Composition avec rouge jaune et bleu;excel-brut;X
Tableaux celebres;Guitare et compotier;Guitare et Compotier (Paris);Guitare et Compotier;wikipedia;
Tableaux celebres;Autoportrait a l'oreille bandee;Autoportrait à l'oreille bandée et à la pipe;Autoportrait à l'oreille bandée;wikipedia;
Tableaux celebres;La Chute d'Icare;La Chute d'Icare;La Chute d'Icare;wikipedia;
Tableaux celebres;La Tour de Babel;La Tour de Babel (Brueghel);La Tour de Babel;wikipedia;
Tableaux celebres;Le Triomphe de la mort;Le Triomphe de la mort (Nussbaum);Le Triomphe de la mort;wikipedia;
Tableaux celebres;Venus d'Urbino;Vénus d'Urbin;Vénus d'Urbino;accents-restaures;
Tableaux celebres;L'Ecole d'Athenes;L'École d'Athènes;L'École d'Athènes;wikipedia;
Tableaux celebres;La Vocation de saint Matthieu;La Vocation de saint Matthieu;La Vocation de saint Matthieu;wikipedia;
Tableaux celebres;Judith decapitant Holopherne;Judith décapitant Holopherne;Judith décapitant Holopherne;wikipedia;
Tableaux celebres;Autoportrait (Rembrandt);Autoportrait (Rembrandt, Vienne);Autoportrait;excel-brut;X
Tableaux celebres;La Laitiere;La Laitière;La Laitière;wikipedia;
Tableaux celebres;Vue de Delft;Vue de Delft;Vue de Delft;wikipedia;
Tableaux celebres;Saturne devorant un de ses fils;Saturne dévorant un de ses fils;Saturne dévorant un de ses fils;wikipedia;
Tableaux celebres;Les Fusillades du 3 mai 1808;El tres de mayo de 1808 en Madrid;Le trois mai 1808 à Madrid;utilisateur;
Tableaux celebres;Le Verrou;Le Verrou (Fragonard);Le Verrou;wikipedia;
Tableaux celebres;L'Origine du monde;L'Origine du monde;L'Origine du monde;wikipedia;
Tableaux celebres;Les Deux Frida;Les Deux Fridas;Les Deux Frida;excel-brut;X
Tableaux celebres;La Colonne brisee;La Colonne brisée (Kahlo);La Colonne brisée;wikipedia;
Tableaux celebres;Autoportrait au collier d'epines;Autoportrait au collier d'épines et colibri;Autoportrait au collier d'epines;excel-brut;X
Tableaux celebres;Composition VII;Composition VII;Composition VII;wikipedia;
Tableaux celebres;Broadway Boogie Woogie;Broadway Boogie-Woogie;Broadway Boogie-Woogie;wikipedia;
Tableaux celebres;Girl with Balloon;La Petite Fille au ballon;La petite fille au ballon;utilisateur;
Tableaux celebres;Les Hasards heureux de l'escarpolette;Les Hasards heureux de l'escarpolette;Les Hasards heureux de l'escarpolette;wikipedia;
Inventions importantes;La roue;Roue;Roue;utilisateur;
Inventions importantes;L'ecriture;Écriture;Écriture;wikipedia;
Inventions importantes;L'agriculture;Agriculture;Agriculture;wikipedia;
Inventions importantes;La boussole;Boussole;Boussole;wikipedia;
Inventions importantes;La poudre a canon;Poudre noire;Poudre à canon;utilisateur;
Inventions importantes;Le papier;Papier;Papier;wikipedia;
Inventions importantes;L'imprimerie;Imprimerie;Imprimerie;wikipedia;
Inventions importantes;La lunette astronomique;Lunette astronomique;Lunette astronomique;wikipedia;
Inventions importantes;Le microscope;Microscope;Microscope;wikipedia;
Inventions importantes;La machine a vapeur;Machine à vapeur;Machine à vapeur;utilisateur;
Inventions importantes;Le paratonnerre;Paratonnerre;Paratonnerre;wikipedia;
Inventions importantes;La pile electrique;Pile électrique;Pile électrique;wikipedia;
Inventions importantes;Le telegraphe;Téléphone;Télégraphe;wikipedia;
Inventions importantes;La photographie;Photographie;Photographie;utilisateur;
Inventions importantes;Le telephone;Le Téléphone;Téléphone;wikipedia;
Inventions importantes;L'ampoule electrique;Lampe à incandescence;Ampoule Electrique;utilisateur;
Inventions importantes;Le phonographe;Phonographe;Phonographe;wikipedia;
Inventions importantes;La dynamo;Dynamo;Dynamo;utilisateur;
Inventions importantes;La voiture automobile;Automobile;Automobile;utilisateur;
Inventions importantes;Le moteur a combustion;Moteur à combustion interne;Moteur à combustion;accents-restaures;
Inventions importantes;Le pneumatique;Pneumatique (véhicule);Pneumatique;wikipedia;
Inventions importantes;La bicyclette;Vélo;Bicyclette;utilisateur;
Inventions importantes;L'avion;Avion;Avion;utilisateur;
Inventions importantes;La radio;Radiocommunication;Radio;utilisateur;
Inventions importantes;Le cinema;Cinéma;Cinéma;utilisateur;
Inventions importantes;La television;Télévision;Télévision;utilisateur;
Inventions importantes;Le refrigerateur;Réfrigérateur;Réfrigérateur;wikipedia;
Inventions importantes;La machine a laver;Lave-linge;Lave-linge;utilisateur;
Inventions importantes;L'aspirateur;Aspirateur;Aspirateur;utilisateur;
Inventions importantes;Le radar;Radar;Radar;wikipedia;
Inventions importantes;Le laser;Laser;Laser;utilisateur;
Inventions importantes;Le transistor;Transistor;Transistor;utilisateur;
Inventions importantes;Le circuit integre;Circuit intégré;Circuit intégré;wikipedia;
Inventions importantes;L'ordinateur personnel;Ordinateur personnel;Ordinateur personnel;wikipedia;
Inventions importantes;Internet;Internet;Internet;wikipedia;
Inventions importantes;Le World Wide Web;World Wide Web;World Wide Web;wikipedia;
Inventions importantes;Le smartphone;Smartphone;Smartphone;wikipedia;
Inventions importantes;Le GPS;GPS (assistant de navigation);GPS;wikipedia;
Inventions importantes;Le vaccin;Vaccin;Vaccin;wikipedia;
Inventions importantes;La penicilline;Pénicilline;Péniciline;utilisateur;
Inventions importantes;L'anesthesie;Anesthésie;Anesthésie;wikipedia;
Inventions importantes;La radiographie;Radiographie;Radiographie;wikipedia;
Inventions importantes;L'IRM;Imagerie par résonance magnétique;IRM;utilisateur;
Inventions importantes;Le stimulateur cardiaque;Stimulateur cardiaque;Stimulateur cardiaque;wikipedia;
Inventions importantes;La carte a puce;Carte à puce;Carte à puce;wikipedia;
Inventions importantes;Le code-barres;Code-barres;Code-barres;wikipedia;
Inventions importantes;La fermeture eclair;Fermeture éclair;Fermeture éclair;wikipedia;
Inventions importantes;Le Velcro;Velcro;Velcro;wikipedia;
Inventions importantes;Le papier calque;Papier calque;Papier calque;wikipedia;
Inventions importantes;Le stylo a bille;Stylo à bille;Stylo à bille;wikipedia;
Inventions importantes;La machine a ecrire;La Machine à écrire;Machine à écrire;wikipedia;
Inventions importantes;La calculatrice;Calculatrice;Calculatrice;wikipedia;
Inventions importantes;Le four a micro-ondes;Four à micro-ondes;Four à micro-ondes;wikipedia;
Inventions importantes;Le climatiseur;Climatisation;Climatiseur;excel-brut;X
Inventions importantes;L'ascenseur;Ascenseur;Ascenseur;wikipedia;
Inventions importantes;Le beton arme;Béton armé;Béton armé;wikipedia;
Inventions importantes;Le gratte-ciel;Gratte-ciel;Gratte-ciel;wikipedia;
Inventions importantes;Le pont suspendu;Pont suspendu;Pont suspendu;wikipedia;
Inventions importantes;Le canal de Suez;Canal de Suez;Canal de Suez;wikipedia;
Inventions importantes;Le tunnel sous la Manche;Tunnel sous la Manche;Tunnel sous la Manche;wikipedia;
Inventions importantes;La fusee;Fusée (astronautique);Fusée;wikipedia;
Inventions importantes;Le satellite artificiel;Satellite artificiel;Satellite artificiel;wikipedia;
Inventions importantes;La navette spatiale;Navette spatiale;Navette spatiale;utilisateur;
Inventions importantes;Le moteur electrique;Machine électrique;Machine électrique;utilisateur;
Inventions importantes;La turbine;Turbine;Turbine;utilisateur;
Inventions importantes;Le panneau solaire;Capteur solaire photovoltaïque;Panneau solaire;excel-brut;X
Inventions importantes;L'eolienne;Éolienne;Éolienne;wikipedia;
Inventions importantes;La batterie lithium-ion;Accumulateur lithium-ion;Batterie lithium-ion;excel-brut;X
Inventions importantes;L'intelligence artificielle;Intelligence artificielle générative;Intelligence Artificielle;utilisateur;
Inventions importantes;L'imprimante 3D;Impression 3D;Impression 3D;utilisateur;
Aviateurs celebres;Wilbur Wright;Wilbur Wright;Wilbur Wright;wikipedia;
Aviateurs celebres;Orville Wright;Orville Wright;Orville Wright;wikipedia;
Aviateurs celebres;Louis Bleriot;Louis Blériot;Louis Blériot;wikipedia;
Aviateurs celebres;Alberto Santos-Dumont;Alberto Santos-Dumont;Alberto Santos-Dumont;wikipedia;
Aviateurs celebres;Clement Ader;Clément Ader;Clément Ader;wikipedia;
Aviateurs celebres;Charles Lindbergh;Charles Lindbergh;Charles Lindbergh;wikipedia;
Aviateurs celebres;Amelia Earhart;Amelia Earhart;Amelia Earhart;wikipedia;
Aviateurs celebres;Howard Hughes;Howard Hughes;Howard Hughes;wikipedia;
Aviateurs celebres;Charles Nungesser;Charles Nungesser;Charles Nungesser;wikipedia;
Aviateurs celebres;Francois Coli;François Coli;François Coli;wikipedia;
Aviateurs celebres;Jean Mermoz;Jean Mermoz;Jean Mermoz;wikipedia;
Aviateurs celebres;Antoine de Saint-Exupery;Antoine de Saint-Exupéry;Antoine de Saint-Exupéry;wikipedia;
Aviateurs celebres;Roland Garros;Roland Garros;Roland Garros;wikipedia;
Aviateurs celebres;Georges Guynemer;Georges Guynemer;Georges Guynemer;wikipedia;
Aviateurs celebres;Manfred von Richthofen;Manfred von Richthofen;Manfred von Richthofen;wikipedia;
Aviateurs celebres;Chuck Yeager;Chuck Yeager;Chuck Yeager;wikipedia;
Aviateurs celebres;Valentina Terechkova;Valentina Terechkova;Valentina Terechkova;wikipedia;
Aviateurs celebres;Michael Collins;Michael Collins (astronaute);Michael Collins;wikipedia;
Aviateurs celebres;Amy Johnson;Amy Johnson;Amy Johnson;wikipedia;
Aviateurs celebres;Bessie Coleman;Bessie Coleman;Bessie Coleman;wikipedia;
Aviateurs celebres;Harriet Quimby;Harriet Quimby;Harriet Quimby;wikipedia;
Aviateurs celebres;Igor Sikorsky;Igor Sikorsky;Igor Sikorsky;wikipedia;
Aviateurs celebres;Glenn Curtiss;Glenn Curtiss;Glenn Curtiss;wikipedia;
Aviateurs celebres;Juan de la Cierva;Juan de la Cierva y Codorníu;Juan de la Cierva;excel-brut;X
Aviateurs celebres;Geoffrey de Havilland;Geoffrey de Havilland;Geoffrey de Havilland;wikipedia;
Aviateurs celebres;Willy Messerschmitt;Willy Messerschmitt;Willy Messerschmitt;wikipedia;
Aviateurs celebres;Ernst Udet;Ernst Udet;Ernst Udet;wikipedia;
Aviateurs celebres;Douglas Bader;Douglas Bader;Douglas Bader;wikipedia;
Aviateurs celebres;Pancho Barnes;Pancho Barnes;Pancho Barnes;wikipedia;
Aviateurs celebres;Jacqueline Cochran;Jacqueline Cochran;Jacqueline Cochran;wikipedia;
Aviateurs celebres;Jimmy Doolittle;James H. Doolittle;Jimmy Doolittle;excel-brut;X
Aviateurs celebres;Kelly Johnson;Clarence Johnson;Kelly Johnson;excel-brut;X
Aviateurs celebres;Chesley Sullenberger;Chesley Sullenberger;Chesley Sullenberger;wikipedia;
Aviateurs celebres;Scott Crossfield;Albert Scott Crossfield;Scott Crossfield;excel-brut;X
Aviateurs celebres;Sally Ride;Sally Ride;Sally Ride;wikipedia;
Aviateurs celebres;Eileen Collins;Eileen Collins;Eileen Collins;wikipedia;
Aviateurs celebres;Chris Hadfield;Chris Hadfield;Chris Hadfield;wikipedia;
Aviateurs celebres;Felix Baumgartner;Felix Baumgartner;Felix Baumgartner;wikipedia;
Mammiferes;Lion;Lion;Lion;wikipedia;
Mammiferes;Tigre;Tigre;Tigre;wikipedia;
Mammiferes;Leopard;Léopard;Léopard;wikipedia;
Mammiferes;Jaguar;Jaguar;Jaguar;wikipedia;
Mammiferes;Guepard;Guépard;Guépard;wikipedia;
Mammiferes;Puma;Puma;Puma;wikipedia;
Mammiferes;Lynx boreal;Lynx boréal;Lynx boréal;wikipedia;
Mammiferes;Ocelot;Ocelot;Ocelot;wikipedia;
Mammiferes;Serval;Serval;Serval;wikipedia;
Mammiferes;Caracal;Caracal;Caracal;wikipedia;
Mammiferes;Chat des sables;Chat des sables;Chat des sables;wikipedia;
Mammiferes;Ours polaire;Ours blanc;Ours polaire;excel-brut;X
Mammiferes;Ours brun;Ours brun;Ours brun;wikipedia;
Mammiferes;Ours noir americain;Ours noir d'Amérique;Ours noir americain;excel-brut;X
Mammiferes;Ours a lunettes;Ours à lunettes;Ours à lunettes;wikipedia;
Mammiferes;Panda geant;Panda géant;Panda géant;wikipedia;
Mammiferes;Panda roux;Ailurus;Panda roux;excel-brut;X
Mammiferes;Elephant d'Afrique;Éléphant d'Afrique;Éléphant d'Afrique;wikipedia;
Mammiferes;Elephant d'Asie;Éléphant d'Asie;Éléphant d'Asie;wikipedia;
Mammiferes;Rhinoceros noir;Rhinocéros noir;Rhinocéros noir;wikipedia;
Mammiferes;Rhinoceros blanc;Rhinocéros blanc;Rhinocéros blanc;wikipedia;
Mammiferes;Rhinoceros de Java;Rhinocéros de Java;Rhinocéros de Java;wikipedia;
Mammiferes;Hippopotame;Hippopotamidae;Hippopotame;excel-brut;X
Mammiferes;Hippopotame nain;Hexaprotodon liberiensis;Hippopotame nain;excel-brut;X
Mammiferes;Girafe;Girafe;Girafe;wikipedia;
Mammiferes;Okapi;Okapi;Okapi;wikipedia;
Mammiferes;Zebre de Grevy;Zèbre de Grévy;Zèbre de Grévy;wikipedia;
Mammiferes;Zebre des plaines;Equus quagga;Zèbre des plaines;wikipedia;
Mammiferes;Gnou;Gnou;Gnou;wikipedia;
Mammiferes;Buffle d'Afrique;Buffle d'Afrique;Buffle d'Afrique;wikipedia;
Mammiferes;Bison d'Amerique;Bison d'Amérique;Bison d'Amérique;wikipedia;
Mammiferes;Bison europeen;Bison d'Europe;Bison européen;wikipedia;
Mammiferes;Loup gris;Canis lupus;Loup gris;excel-brut;X
Mammiferes;Loup a criniere;Loup à crinière;Loup à crinière;wikipedia;
Mammiferes;Loup rouge;Loup rouge;Loup rouge;wikipedia;
Mammiferes;Renard roux;Renard roux;Renard roux;wikipedia;
Mammiferes;Fennec;Fennec;Fennec;wikipedia;
Mammiferes;Coyote;Coyote;Coyote;wikipedia;
Mammiferes;Hyene tachetee;Hyène tachetée;Hyène tachetée;wikipedia;
Mammiferes;Hyene rayee;Hyène rayée;Hyène rayée;wikipedia;
Mammiferes;Chacal;Chacal;Chacal;wikipedia;
Mammiferes;Lycaon;Lycaon (animal);Lycaon;wikipedia;
Mammiferes;Gorille des plaines;Gorille de l'Ouest;Gorille des plaines;excel-brut;X
Mammiferes;Chimpanze;Chimpanzé;Chimpanzé;wikipedia;
Mammiferes;Bonobo;Bonobo;Bonobo;wikipedia;
Mammiferes;Orang-outan;Orang-outan;Orang-outan;wikipedia;
Mammiferes;Gibbon;Hylobatidae;Gibbon;excel-brut;X
Mammiferes;Babouin;Babouin;Babouin;wikipedia;
Mammiferes;Macaque;Macaque;Macaque;wikipedia;
Mammiferes;Colobe;Colobe;Colobe;wikipedia;
Mammiferes;Lemur catta;Lémur catta;Lémur catta;wikipedia;
Mammiferes;Aye-aye;Aye-aye;Aye-aye;wikipedia;
Mammiferes;Koala;Koala;Koala;wikipedia;
Mammiferes;Kangourou roux;Kangourou roux;Kangourou roux;wikipedia;
Mammiferes;Wallaby;Wallaby;Wallaby;wikipedia;
Mammiferes;Wombat;Wombat;Wombat;wikipedia;
Mammiferes;Quokka;Quokka;Quokka;wikipedia;
Mammiferes;Diable de Tasmanie;Diable de Tasmanie;Diable de Tasmanie;wikipedia;
Mammiferes;Ornithorynque;Ornithorynque;Ornithorynque;wikipedia;
Mammiferes;Echidne;Échidné;Échidné;wikipedia;
Mammiferes;Paresseux a trois doigts;Paresseux à trois doigts;Paresseux à trois doigts;wikipedia;
Mammiferes;Tatou geant;Priodontes maximus;Tatou géant;wikipedia;
Mammiferes;Pangolin;Manidae;Pangolin;excel-brut;X
Mammiferes;Fourmilier geant;Tamanoir;Fourmilier géant;wikipedia;
Mammiferes;Loutre d'Europe;Lutrinae;Loutre;utilisateur;
Mammiferes;Castor;Castor d'Europe;Castor;excel-brut;X
Mammiferes;Blaireau europeen;Blaireau européen;Blaireau européen;wikipedia;
Mammiferes;Ecureuil roux;Écureuil roux;Écureuil roux;wikipedia;
Mammiferes;Ecureuil volant;Écureuil volant;Écureuil volant;wikipedia;
Mammiferes;Herisson;Hérisson;Hérisson;wikipedia;
Mammiferes;Roussette;Roussette (mammifère);Roussette;wikipedia;
Mammiferes;Chauve-souris vampire;Desmodontinae;Chauve-souris vampire;excel-brut;X
Mammiferes;Baleine bleue;Baleine bleue;Baleine bleue;wikipedia;
Mammiferes;Baleine a bosse;Baleine à bosse;Baleine à bosse;wikipedia;
Mammiferes;Cachalot;Physeteroidea;Cachalot;excel-brut;X
Mammiferes;Orque;Orque;Orque;wikipedia;
Mammiferes;Grand dauphin;Grand dauphin;Grand dauphin;wikipedia;
Mammiferes;Narval;Narval;Narval;wikipedia;
Mammiferes;Beluga;Béluga (cétacé);Béluga;wikipedia;
Mammiferes;Phoque commun;Phoque commun;Phoque commun;wikipedia;
Mammiferes;Elephant de mer;Éléphant de mer;Éléphant de mer;wikipedia;
Mammiferes;Otarie;Otariidae;Otarie;excel-brut;X
Mammiferes;Morse;Morse (animal);Morse;wikipedia;
Mammiferes;Suricate;Suricate;Suricate;wikipedia;
Mammiferes;Furet;Furet;Furet;wikipedia;
Mammiferes;Civette;Civette;Civette;wikipedia;
Mammiferes;Hermine;Hermine;Hermine;wikipedia;
Mammiferes;Belette;Mustela nivalis;Belette;excel-brut;X
Mammiferes;Sanglier;Sanglier;Sanglier;wikipedia;
Mammiferes;Cerf elaphe;Cerf élaphe;Cerf élaphe;wikipedia;
Mammiferes;Renne;Rangifer tarandus;Renne;excel-brut;X
Mammiferes;Elan;Alces;Elan;utilisateur;
Mammiferes;Chevreuil;Chevreuil;Chevreuil;wikipedia;
Mammiferes;Antilope saiga;Saïga;Antilope saïga;wikipedia;
Mammiferes;Gazelle de Thomson;Gazelle de Thomson;Gazelle de Thomson;wikipedia;
Mammiferes;Tapir;Tapir;Tapir;wikipedia;
Mammiferes;Chameau de Bactriane;Chameau de Bactriane;Chameau de Bactriane;wikipedia;
Mammiferes;Dromadaire;Dromadaire;Dromadaire;wikipedia;
Mammiferes;Lama;Lama (animal);Lama;wikipedia;
Mammiferes;Alpaga;Alpaga;Alpaga;wikipedia;
Mammiferes;Cheval de Przewalski;Cheval de Przewalski;Cheval de Przewalski;wikipedia;
Mammiferes;Capybara;Hydrochoerus hydrochaeris;Capybara;excel-brut;X
Mammiferes;Numbat;Myrmecobius fasciatus;Numbat;excel-brut;X
Mammiferes;Wallaby de Bennett;Notamacropus rufogriseus;Wallaby de Bennett;excel-brut;X
Mammiferes;Rat-taupe nu;Rat-taupe nu;Rat-taupe nu;wikipedia;
Oiseaux;Aigle royal;Aigle royal;Aigle royal;wikipedia;
Oiseaux;Aigle pecheur;Balbuzard pêcheur;Aigle pêcheur;wikipedia;
Oiseaux;Pygargue a tete blanche;Pygargue à tête blanche;Pygargue à tête blanche;wikipedia;
Oiseaux;Faucon pelerin;Faucon pèlerin;Faucon pèlerin;wikipedia;
Oiseaux;Faucon crecerelle;Faucon crécerelle;Faucon crécerelle;wikipedia;
Oiseaux;Autour des palombes;Autour des palombes;Autour des palombes;wikipedia;
Oiseaux;Milan noir;Milan noir;Milan noir;wikipedia;
Oiseaux;Condor des Andes;Condor des Andes;Condor des Andes;wikipedia;
Oiseaux;Vautour fauve;Vautour fauve;Vautour fauve;wikipedia;
Oiseaux;Vautour percnoptere;Vautour percnoptère;Vautour percnoptère;wikipedia;
Oiseaux;Hibou grand-duc;Hibou grand-duc;Hibou grand-duc;wikipedia;
Oiseaux;Chouette effraie;Effraie des clochers;Chouette Effraie;accents-restaures;
Oiseaux;Chouette hulotte;Chouette hulotte;Chouette hulotte;wikipedia;
Oiseaux;Harfang des neiges;Harfang des neiges;Harfang des neiges;wikipedia;
Oiseaux;Autruche;Autruche;Autruche;wikipedia;
Oiseaux;Emeu;Dromaius;Emeu;excel-brut;X
Oiseaux;Nandou;Rhea;Nandou;excel-brut;X
Oiseaux;Kiwi;Kiwi austral;Kiwi;utilisateur;
Oiseaux;Casoar;Casoar à casque;Casoar;excel-brut;X
Oiseaux;Manchot empereur;Manchot empereur;Manchot empereur;wikipedia;
Oiseaux;Manchot Adelie;Manchot Adélie;Manchot Adélie;wikipedia;
Oiseaux;Manchot papou;Manchot papou;Manchot papou;wikipedia;
Oiseaux;Flamant rose;Flamant rose;Flamant rose;wikipedia;
Oiseaux;Cygne tubercule;Cygne tuberculé;Cygne tuberculé;wikipedia;
Oiseaux;Cygne noir;Cygne noir;Cygne noir;wikipedia;
Oiseaux;Oie cendree;Oie cendrée;Oie cendrée;wikipedia;
Oiseaux;Canard colvert;Canard colvert;Canard colvert;wikipedia;
Oiseaux;Paon bleu;Paon bleu;Paon bleu;wikipedia;
Oiseaux;Toucan toco;Toucan toco;Toucan toco;wikipedia;
Oiseaux;Ara bleu;Ara bleu;Ara bleu;wikipedia;
Oiseaux;Ara rouge;Ara rouge;Ara rouge;wikipedia;
Oiseaux;Perroquet gris du Gabon;Perroquet jaco;Perroquet Gris du Gabon;accents-restaures;
Oiseaux;Perruche ondulee;Perruche ondulée;Perruche ondulée;wikipedia;
Oiseaux;Cacatoes;Cacatoès;Cacatoès;wikipedia;
Oiseaux;Colibri;Colibri;Colibri;wikipedia;
Oiseaux;Martin-pecheur;Martin-pêcheur d'Europe;Martin-pêcheur;accents-restaures;
Oiseaux;Pelican blanc;Pélican blanc;Pélican blanc;wikipedia;
Oiseaux;Albatros hurleur;Albatros hurleur;Albatros hurleur;wikipedia;
Oiseaux;Fregate;Frégate superbe;Frégate;accents-restaures;
Oiseaux;Fou de Bassan;Fou de Bassan;Fou de Bassan;wikipedia;
Oiseaux;Grue du Japon;Grue du Japon;Grue du Japon;wikipedia;
Oiseaux;Grue cendree;Grue cendrée;Grue cendrée;wikipedia;
Oiseaux;Ibis sacre;Ibis sacré;Ibis sacré;wikipedia;
Oiseaux;Cigogne blanche;Cigogne blanche;Cigogne blanche;wikipedia;
Oiseaux;Heron cendre;Héron cendré;Héron cendré;wikipedia;
Oiseaux;Aigrette garzette;Aigrette garzette;Aigrette garzette;wikipedia;
Oiseaux;Corbeau;Corbeau;Corbeau;wikipedia;
Oiseaux;Corneille noire;Corneille noire;Corneille noire;wikipedia;
Oiseaux;Pie bavarde;Pie bavarde;Pie bavarde;wikipedia;
Oiseaux;Geai des chenes;Geai des chênes;Geai des chênes;wikipedia;
Oiseaux;Hirondelle rustique;Hirondelle rustique;Hirondelle rustique;wikipedia;
Oiseaux;Martinet noir;Martinet noir;Martinet noir;wikipedia;
Oiseaux;Rouge-gorge;Rouge-gorge;Rouge-gorge;wikipedia;
Oiseaux;Merle noir;Merle noir;Merle noir;wikipedia;
Oiseaux;Mesange bleue;Mésange bleue;Mésange bleue;wikipedia;
Oiseaux;Moineau domestique;Moineau domestique;Moineau domestique;wikipedia;
Oiseaux;Pinson des arbres;Pinson des arbres;Pinson des arbres;wikipedia;
Oiseaux;Chardonneret elegant;Chardonneret élégant;Chardonneret élégant;wikipedia;
Oiseaux;Coucou gris;Coucou gris;Coucou gris;wikipedia;
Oiseaux;Pic epeiche;Pic épeiche;Pic épeiche;wikipedia;
Oiseaux;Pic vert;Pic vert;Pic vert;wikipedia;
Oiseaux;Huppe fasciee;Huppe fasciée;Huppe fasciée;wikipedia;
Oiseaux;Kakapo;Strigops kakapo;Kakapo;excel-brut;X
Oiseaux;Dodo;Dodo (oiseau);Dodo;wikipedia;
Oiseaux;Grand pingouin;Grand Pingouin;Grand Pingouin;wikipedia;
Oiseaux;Colombe;Colombe;Colombe;wikipedia;
Oiseaux;Pigeon voyageur;Pigeon voyageur;Pigeon voyageur;wikipedia;
Oiseaux;Roadrunner;Grand Géocoucou;Grand Géocoucou;utilisateur;
Oiseaux;Kookaburra;Martin-chasseur géant;Kookaburra;utilisateur;
Oiseaux;Oiseau-lyre;Menura;Oiseau-lyre;excel-brut;X
Oiseaux;Quetzal resplendissant;Quetzal resplendissant;Quetzal resplendissant;wikipedia;
Reptiles et amphibiens;Crocodile du Nil;Crocodile du Nil;Crocodile du Nil;wikipedia;
Reptiles et amphibiens;Crocodile marin;Crocodile marin;Crocodile marin;wikipedia;
Reptiles et amphibiens;Alligator americain;Alligator d'Amérique;Alligator américain;wikipedia;
Reptiles et amphibiens;Caiman a lunettes;Caïman à lunettes;Caïman à lunettes;wikipedia;
Reptiles et amphibiens;Gavial du Gange;Gavial du Gange;Gavial du Gange;wikipedia;
Reptiles et amphibiens;Anaconda vert;Eunectes murinus;Anaconda vert;excel-brut;X
Reptiles et amphibiens;Python reticule;Python réticulé;Python réticulé;wikipedia;
Reptiles et amphibiens;Python molure;Python molurus;Python molure;excel-brut;X
